beta,se,ci_low,ci_high,F,p_value,n,df_resid,sensitivity
-0.009033165384427791,0.012653837352182574,-0.03386521559159088,0.015798884822735296,0.5096070499628036,0.4754807397858077,977,970,D_site_adj
-0.017683927427457617,0.026582913365163958,-0.06985057229290316,0.03448271743798792,0.4425397601212019,0.5060572990176972,977,970,raw_sd_vs_D
-0.008088570302548625,0.011949455342245372,-0.031538332358776525,0.015361191753679275,0.45819179519076686,0.49863164176194724,977,970,raw_range_vs_D
